DATE,TEMPERATURE
01-02-2002,14.8
02-02-2002,14.48
03-02-2002,14.3
04-02-2002,14.08
05-02-2002,14.83
06-02-2002,18
07-02-2002,19.36
08-02-2002,19.71
09-02-2002,21.65
10-02-2002,20.96
11-02-2002,20.7
12-02-2002,19.19
13-02-2002,18.39
14-02-2002,17.73
15-02-2002,18.28
16-02-2002,18.89
17-02-2002,20.3
18-02-2002,21.44
19-02-2002,20.71
20-02-2002,20.93
21-02-2002,20.52
22-02-2002,20.87
23-02-2002,21.39
24-02-2002,23.13
25-02-2002,21.23
26-02-2002,20.59
27-02-2002,20.2
28-02-2002,21.05
01-03-2002,22.55
02-03-2002,24.28
03-03-2002,24.57
04-03-2002,22.26
05-03-2002,21.85
06-03-2002,20.98
07-03-2002,21.28
08-03-2002,22.45
09-03-2002,23.13
10-03-2002,25.33
11-03-2002,25.72
12-03-2002,23.32
13-03-2002,24.59
14-03-2002,26.4
15-03-2002,24.51
16-03-2002,23.71
17-03-2002,24.99
18-03-2002,25.22
19-03-2002,26.57
20-03-2002,27.17
21-03-2002,27.72
22-03-2002,28.19
23-03-2002,28.69
24-03-2002,28.86
25-03-2002,29.46
26-03-2002,30.34
27-03-2002,29.79
28-03-2002,29.03
29-03-2002,29.09
30-03-2002,28.23
31-03-2002,29.26
01-04-2002,30.51
02-04-2002,31.08
03-04-2002,30.03
04-04-2002,29.32
05-04-2002,30.7
06-04-2002,31.5
07-04-2002,31.1
08-04-2002,31.66
09-04-2002,32.9
10-04-2002,32.06
11-04-2002,31.93
12-04-2002,31.9
13-04-2002,33
14-04-2002,33.05
15-04-2002,32.89
16-04-2002,34.2
17-04-2002,33.98
18-04-2002,34.65
19-04-2002,34.86
20-04-2002,34.8
21-04-2002,35.01
22-04-2002,35.05
23-04-2002,35.74
24-04-2002,35.78
25-04-2002,37.23
26-04-2002,34.97
27-04-2002,34.46
28-04-2002,33.23
29-04-2002,34.01
30-04-2002,35.58
01-05-2002,33.69
02-05-2002,34.63
03-05-2002,34.88
04-05-2002,34.6
05-05-2002,30.82
06-05-2002,31.65
07-05-2002,33.76
08-05-2002,35.28
09-05-2002,35.44
10-05-2002,35.09
11-05-2002,33.04
12-05-2002,34.67
13-05-2002,35.8
14-05-2002,33.35
15-05-2002,33.79
16-05-2002,35.52
17-05-2002,36.57
18-05-2002,37.17
19-05-2002,35.97
20-05-2002,34.98
21-05-2002,35.71
22-05-2002,34.75
23-05-2002,34.23
24-05-2002,34.32
25-05-2002,32.51
26-05-2002,30.71
27-05-2002,28.2
28-05-2002,32.33
29-05-2002,32.45
30-05-2002,34.86
31-05-2002,34.16
01-06-2002,35.28
02-06-2002,36.58
03-06-2002,36.77
04-06-2002,37.07
05-06-2002,36.12
06-06-2002,36.05
07-06-2002,36.81
08-06-2002,36.64
09-06-2002,36.73
10-06-2002,34.9
11-06-2002,33.37
12-06-2002,30.54
13-06-2002,35.2
14-06-2002,34.31
15-06-2002,34.46
16-06-2002,36.14
17-06-2002,37.3
18-06-2002,37.94
19-06-2002,36.35
20-06-2002,35.97
21-06-2002,36.17
22-06-2002,37.69
23-06-2002,33.57
24-06-2002,34.3
25-06-2002,33.97
26-06-2002,29.67
27-06-2002,33.73
28-06-2002,36.19
29-06-2002,37.69
30-06-2002,38.09
01-07-2002,34.04
02-07-2002,32.12
03-07-2002,34.75
04-07-2002,32.92
05-07-2002,31.17
06-07-2002,31.24
07-07-2002,33.57
08-07-2002,34.06
09-07-2002,33.81
10-07-2002,34.09
11-07-2002,34.02
12-07-2002,33.55
13-07-2002,34.58
14-07-2002,32.82
15-07-2002,32.08
16-07-2002,34.66
17-07-2002,31.57
18-07-2002,32.64
19-07-2002,33.05
20-07-2002,31.03
21-07-2002,30.44
22-07-2002,29.91
23-07-2002,31.39
24-07-2002,32.12
25-07-2002,32.74
26-07-2002,32.02
27-07-2002,31.85
28-07-2002,31.91
29-07-2002,32.49
30-07-2002,30.8
31-07-2002,30.52
01-08-2002,30.5
02-08-2002,30.01
03-08-2002,29.59
04-08-2002,30.49
05-08-2002,30.73
06-08-2002,30.72
07-08-2002,31.59
08-08-2002,32.34
09-08-2002,33.68
10-08-2002,30.74
11-08-2002,30.29
12-08-2002,29.24
13-08-2002,28.65
14-08-2002,29.62
15-08-2002,30.39
16-08-2002,30.4
17-08-2002,30.08
18-08-2002,29.65
19-08-2002,29.2
20-08-2002,27.31
21-08-2002,27.45
22-08-2002,28.85
23-08-2002,28.85
24-08-2002,29.04
25-08-2002,30.7
26-08-2002,29.98
27-08-2002,29.97
28-08-2002,31.8
29-08-2002,31.05
30-08-2002,31.46
31-08-2002,30.66
01-09-2002,30.51
02-09-2002,30.58
03-09-2002,30.46
04-09-2002,29.9
05-09-2002,29.8
06-09-2002,30.53
07-09-2002,30.15
08-09-2002,31.11
09-09-2002,30.74
10-09-2002,28.56
11-09-2002,27.04
12-09-2002,27.51
13-09-2002,27.87
14-09-2002,29.98
15-09-2002,30.65
16-09-2002,30.09
17-09-2002,28.96
18-09-2002,29.67
19-09-2002,31.35
20-09-2002,31.73
21-09-2002,30.62
22-09-2002,28.15
23-09-2002,29.33
24-09-2002,28.04
25-09-2002,26.02
26-09-2002,26.77
27-09-2002,28.78
28-09-2002,28.09
29-09-2002,30.01
30-09-2002,30.53
01-10-2002,30.01
02-10-2002,29.19
03-10-2002,29.04
04-10-2002,29.34
05-10-2002,29.58
06-10-2002,30.4
07-10-2002,29.94
08-10-2002,28.79
09-10-2002,28.27
10-10-2002,28.83
11-10-2002,29.02
12-10-2002,28.67
13-10-2002,28.15
14-10-2002,27.94
15-10-2002,28.37
16-10-2002,29.02
17-10-2002,25.23
18-10-2002,24.24
19-10-2002,25.69
20-10-2002,26.05
21-10-2002,26.15
22-10-2002,25.58
23-10-2002,25.7
24-10-2002,24.71
25-10-2002,24.86
26-10-2002,24.3
27-10-2002,23.84
28-10-2002,23.71
29-10-2002,23.69
30-10-2002,23.44
31-10-2002,23.37
01-11-2002,23.42
02-11-2002,23.05
03-11-2002,22.18
04-11-2002,23.26
05-11-2002,24.23
06-11-2002,24.3
07-11-2002,24.61
08-11-2002,24.67
09-11-2002,24.6
10-11-2002,24.7
11-11-2002,24.57
12-11-2002,24.57
13-11-2002,24.07
14-11-2002,21.46
15-11-2002,20.69
16-11-2002,20.93
17-11-2002,21.16
18-11-2002,20.61
19-11-2002,20.55
20-11-2002,20.51
21-11-2002,20.79
22-11-2002,21.1
23-11-2002,20.9
24-11-2002,20.62
25-11-2002,20.01
26-11-2002,19.44
27-11-2002,19.06
28-11-2002,20.17
29-11-2002,20.66
30-11-2002,19.06
01-12-2002,18.69
02-12-2002,17.24
03-12-2002,17.51
04-12-2002,17.1
05-12-2002,16.7
06-12-2002,17
07-12-2002,16.87
08-12-2002,16.29
09-12-2002,15.54
10-12-2002,15.33
11-12-2002,15.76
12-12-2002,16.65
13-12-2002,16.65
14-12-2002,16.87
15-12-2002,16.37
16-12-2002,16.62
17-12-2002,16.21
18-12-2002,16.71
19-12-2002,17.08
20-12-2002,17.3
21-12-2002,16.97
22-12-2002,15.87
23-12-2002,15.58
24-12-2002,15.76
25-12-2002,17.28
26-12-2002,16.81
27-12-2002,15.83
28-12-2002,14.76
29-12-2002,13.93
30-12-2002,13.35
31-12-2002,13.67
01-01-2003,15.39
02-01-2003,15.01
03-01-2003,16.14
04-01-2003,15.12
05-01-2003,14.17
06-01-2003,13.83
07-01-2003,13.55
08-01-2003,12.89
09-01-2003,12.1
10-01-2003,11.78
11-01-2003,11.94
12-01-2003,11.95
13-01-2003,11.59
14-01-2003,11.73
15-01-2003,12.01
16-01-2003,12.05
17-01-2003,12.51
18-01-2003,13.15
19-01-2003,13.16
20-01-2003,12.48
21-01-2003,12.79
22-01-2003,12.8
23-01-2003,12.53
24-01-2003,13.41
25-01-2003,13.73
26-01-2003,14.26
27-01-2003,13.68
28-01-2003,15.54
29-01-2003,15.35
30-01-2003,16.81
31-01-2003,17.83
01-02-2003,16.98
02-02-2003,18.74
03-02-2003,19.91
04-02-2003,17.55
05-02-2003,18.18
06-02-2003,18.32
07-02-2003,17.89
08-02-2003,18.55
09-02-2003,18.51
10-02-2003,19.27
11-02-2003,20.23
12-02-2003,20.55
13-02-2003,17.54
14-02-2003,17.55
15-02-2003,16.43
16-02-2003,17.73
17-02-2003,18.47
18-02-2003,20.17
19-02-2003,18.7
20-02-2003,20.8
21-02-2003,18.83
22-02-2003,18.59
23-02-2003,19.42
24-02-2003,20.41
25-02-2003,21.11
26-02-2003,22
27-02-2003,22.83
28-02-2003,23.72
01-03-2003,24.79
02-03-2003,25.6
03-03-2003,26.83
04-03-2003,22.18
05-03-2003,18.3
06-03-2003,19.01
07-03-2003,19.38
08-03-2003,18.86
09-03-2003,20.56
10-03-2003,22.42
11-03-2003,23.44
12-03-2003,23.9
13-03-2003,24.26
14-03-2003,24.52
15-03-2003,24.29
16-03-2003,24.6
17-03-2003,25.98
18-03-2003,25.4
19-03-2003,24.31
20-03-2003,23.85
21-03-2003,24.81
22-03-2003,26.05
23-03-2003,28.02
24-03-2003,29.54
25-03-2003,30.26
26-03-2003,29.73
27-03-2003,29.63
28-03-2003,29.68
29-03-2003,29.99
30-03-2003,31.55
31-03-2003,31.32
01-04-2003,29.55
02-04-2003,29.03
03-04-2003,30.94
04-04-2003,31.47
05-04-2003,32.18
06-04-2003,30.74
07-04-2003,29.98
08-04-2003,29.29
09-04-2003,30.92
10-04-2003,32.15
11-04-2003,31.94
12-04-2003,33.09
13-04-2003,33.98
14-04-2003,34
15-04-2003,33.46
16-04-2003,34.19
17-04-2003,34.46
18-04-2003,34.05
19-04-2003,35.32
20-04-2003,35.19
21-04-2003,34.82
22-04-2003,34.08
23-04-2003,34.4
24-04-2003,34.58
25-04-2003,36.1
26-04-2003,37.12
27-04-2003,37.65
28-04-2003,35.94
29-04-2003,33.93
30-04-2003,31.77
01-05-2003,32.69
02-05-2003,33.61
03-05-2003,34.64
04-05-2003,34.6
05-05-2003,31.66
06-05-2003,32.57
07-05-2003,34.15
08-05-2003,34.14
09-05-2003,34.07
10-05-2003,33.8
11-05-2003,34.71
12-05-2003,36.44
13-05-2003,36.65
14-05-2003,38.65
15-05-2003,37.54
16-05-2003,36.86
17-05-2003,36.49
18-05-2003,37.31
19-05-2003,37.12
20-05-2003,37.52
21-05-2003,36.92
22-05-2003,37.52
23-05-2003,38.67
24-05-2003,38.97
25-05-2003,38.1
26-05-2003,38.46
27-05-2003,38.54
28-05-2003,38.01
29-05-2003,37.4
30-05-2003,37.64
31-05-2003,38.41
01-06-2003,38.69
02-06-2003,39.47
03-06-2003,40.22
04-06-2003,39.57
05-06-2003,35.73
06-06-2003,34.48
07-06-2003,36.2
08-06-2003,36.26
09-06-2003,37.14
10-06-2003,37.74
11-06-2003,36.79
12-06-2003,36.65
13-06-2003,37.24
14-06-2003,38.06
15-06-2003,39.2
16-06-2003,39.38
17-06-2003,38.4
18-06-2003,36.47
19-06-2003,35.25
20-06-2003,35.27
21-06-2003,34.95
22-06-2003,35.67
23-06-2003,32.23
24-06-2003,29.67
25-06-2003,33.08
26-06-2003,34
27-06-2003,32.69
28-06-2003,32.26
29-06-2003,30.12
30-06-2003,30.58
01-07-2003,30.24
02-07-2003,31.67
03-07-2003,31.9
04-07-2003,30.73
05-07-2003,29.51
06-07-2003,31.58
07-07-2003,33.4
08-07-2003,32.48
09-07-2003,30.15
10-07-2003,29.19
11-07-2003,31.26
12-07-2003,31.34
13-07-2003,30.61
14-07-2003,29.83
15-07-2003,29.36
16-07-2003,29.88
17-07-2003,29.87
18-07-2003,30.43
19-07-2003,30.95
20-07-2003,30.87
21-07-2003,30.37
22-07-2003,30.41
23-07-2003,31.79
24-07-2003,32.33
25-07-2003,32.7
26-07-2003,30.29
27-07-2003,29.61
28-07-2003,29.66
29-07-2003,30.71
30-07-2003,28.14
31-07-2003,29.03
01-08-2003,29.34
02-08-2003,27.54
03-08-2003,29.52
04-08-2003,30.78
05-08-2003,30.38
06-08-2003,31.2
07-08-2003,31.67
08-08-2003,31.12
09-08-2003,30.99
10-08-2003,30.8
11-08-2003,30.27
12-08-2003,29.31
13-08-2003,28.99
14-08-2003,29.73
15-08-2003,30.25
16-08-2003,30.89
17-08-2003,30.51
18-08-2003,28.01
19-08-2003,27.28
20-08-2003,26.83
21-08-2003,27.69
22-08-2003,29.8
23-08-2003,28.97
24-08-2003,29.54
25-08-2003,29.55
26-08-2003,31.08
27-08-2003,30.83
28-08-2003,29.75
29-08-2003,29.83
30-08-2003,29.92
31-08-2003,30.65
01-09-2003,30.12
02-09-2003,29.79
03-09-2003,29.03
04-09-2003,28.57
05-09-2003,30.07
06-09-2003,29.15
07-09-2003,29.08
08-09-2003,28.44
09-09-2003,29.03
10-09-2003,29.12
11-09-2003,30.98
12-09-2003,31.59
13-09-2003,29.73
14-09-2003,29.98
15-09-2003,28.34
16-09-2003,28.94
17-09-2003,29.51
18-09-2003,30.54
19-09-2003,30.5
20-09-2003,30.39
21-09-2003,27.99
22-09-2003,29.38
23-09-2003,27.51
24-09-2003,26.22
25-09-2003,27.58
26-09-2003,28.84
27-09-2003,29.75
28-09-2003,28.49
29-09-2003,27.26
30-09-2003,26.6
01-10-2003,27.87
02-10-2003,27.67
03-10-2003,27.6
04-10-2003,27.76
05-10-2003,28.4
06-10-2003,28.49
07-10-2003,27.53
08-10-2003,24.76
09-10-2003,25.79
10-10-2003,27.12
11-10-2003,26.01
12-10-2003,24.94
13-10-2003,24.55
14-10-2003,23.36
15-10-2003,25.36
16-10-2003,26.65
17-10-2003,27.06
18-10-2003,27.58
19-10-2003,27.73
20-10-2003,26.75
21-10-2003,24.13
22-10-2003,23.55
23-10-2003,24.23
24-10-2003,24.21
25-10-2003,21.4
26-10-2003,23.12
27-10-2003,22.62
28-10-2003,25.43
29-10-2003,25.9
30-10-2003,25.09
31-10-2003,24.07
01-11-2003,22.66
02-11-2003,22.15
03-11-2003,22.3
04-11-2003,21.8
05-11-2003,21.26
06-11-2003,21.76
07-11-2003,22.11
08-11-2003,21.44
09-11-2003,20.82
10-11-2003,20.55
11-11-2003,20.29
12-11-2003,20.77
13-11-2003,21.3
14-11-2003,21.86
15-11-2003,22.24
16-11-2003,20.58
17-11-2003,20.58
18-11-2003,20.96
19-11-2003,20.83
20-11-2003,19.61
21-11-2003,17.78
22-11-2003,17.8
23-11-2003,17.25
24-11-2003,18.3
25-11-2003,18.26
26-11-2003,17.83
27-11-2003,17.34
28-11-2003,16.47
29-11-2003,15.95
30-11-2003,15.54
01-12-2003,15.47
02-12-2003,16.52
03-12-2003,16.22
04-12-2003,15.37
05-12-2003,15.33
06-12-2003,15.37
07-12-2003,15.62
08-12-2003,16.77
09-12-2003,18.36
10-12-2003,19.3
11-12-2003,19.44
12-12-2003,19.23
13-12-2003,18.85
14-12-2003,18.64
15-12-2003,18.69
16-12-2003,19.25
17-12-2003,18.85
18-12-2003,17.74
19-12-2003,18.09
20-12-2003,16.9
21-12-2003,15.43
22-12-2003,15.33
23-12-2003,14.88
24-12-2003,15.45
25-12-2003,14.02
26-12-2003,13.57
27-12-2003,13.24
28-12-2003,12.19
29-12-2003,13.34
30-12-2003,13.32
31-12-2003,12.98
01-01-2004,13.56
02-01-2004,13.08
03-01-2004,12.51
04-01-2004,12.23
05-01-2004,13.19
06-01-2004,14.1
07-01-2004,13.82
08-01-2004,13.94
09-01-2004,12.52
10-01-2004,13.45
11-01-2004,14.49
12-01-2004,15.11
13-01-2004,15.7
14-01-2004,15.91
15-01-2004,16.23
16-01-2004,15.24
17-01-2004,16.08
18-01-2004,17.32
19-01-2004,17.69
20-01-2004,17.19
21-01-2004,16.96
22-01-2004,16.83
23-01-2004,16.17
24-01-2004,17.99
25-01-2004,15.13
26-01-2004,14.23
27-01-2004,14.16
28-01-2004,14.03
29-01-2004,15.37
30-01-2004,15.74
31-01-2004,16.73
01-02-2004,18.12
02-02-2004,15.27
03-02-2004,14.78
04-02-2004,13.88
05-02-2004,14.33
06-02-2004,14.55
07-02-2004,14.4
08-02-2004,15.37
09-02-2004,15.9
10-02-2004,17.53
11-02-2004,18.44
12-02-2004,19.17
13-02-2004,19.32
14-02-2004,19.51
15-02-2004,19.01
16-02-2004,19.04
17-02-2004,19.56
18-02-2004,19.84
19-02-2004,20.77
20-02-2004,20.73
21-02-2004,19.63
22-02-2004,19.62
23-02-2004,20.56
24-02-2004,20.3
25-02-2004,20.26
26-02-2004,20.92
27-02-2004,21.55
28-02-2004,23.21
29-02-2004,23.8
01-03-2004,23.05
02-03-2004,22.18
03-03-2004,21.83
04-03-2004,21.59
05-03-2004,21.24
06-03-2004,22.3
07-03-2004,23.85
08-03-2004,23.1
09-03-2004,24.78
10-03-2004,25.56
11-03-2004,24.79
12-03-2004,25.19
13-03-2004,25.74
14-03-2004,26
15-03-2004,26.87
16-03-2004,26.23
17-03-2004,27.86
18-03-2004,28.04
19-03-2004,27.51
20-03-2004,27.53
21-03-2004,28.3
22-03-2004,29.51
23-03-2004,30.59
24-03-2004,31.66
25-03-2004,31.72
26-03-2004,31.71
27-03-2004,33.93
28-03-2004,31.69
29-03-2004,29.91
30-03-2004,30.28
31-03-2004,29.47
01-04-2004,30.56
02-04-2004,30.81
03-04-2004,30.97
04-04-2004,31.05
05-04-2004,32.31
06-04-2004,32.33
07-04-2004,32.35
08-04-2004,32.84
09-04-2004,33.36
10-04-2004,33.51
11-04-2004,35.07
12-04-2004,34.51
13-04-2004,34.49
14-04-2004,35.51
15-04-2004,35.19
16-04-2004,35.68
17-04-2004,35.84
18-04-2004,36.1
19-04-2004,31.05
20-04-2004,30.86
21-04-2004,31.22
22-04-2004,31.06
23-04-2004,31.62
24-04-2004,32.4
25-04-2004,31.6
26-04-2004,31.8
27-04-2004,32.86
28-04-2004,31.8
29-04-2004,31.89
30-04-2004,32.82
01-05-2004,32.75
02-05-2004,30.89
03-05-2004,29.1
04-05-2004,30.9
05-05-2004,31.89
06-05-2004,32.69
07-05-2004,33.62
08-05-2004,32.98
09-05-2004,34.76
10-05-2004,35.54
11-05-2004,35.51
12-05-2004,35.8
13-05-2004,36.26
14-05-2004,37.37
15-05-2004,38.27
16-05-2004,38.76
17-05-2004,38.53
18-05-2004,39.68
19-05-2004,39.57
20-05-2004,35.51
21-05-2004,32.95
22-05-2004,34.99
23-05-2004,36.37
24-05-2004,31.83
25-05-2004,34.09
26-05-2004,34.6
27-05-2004,35.58
28-05-2004,35.12
29-05-2004,35.06
30-05-2004,35.04
31-05-2004,35.12
01-06-2004,36.69
02-06-2004,36.68
03-06-2004,36.38
04-06-2004,34.92
05-06-2004,35.67
06-06-2004,34.67
07-06-2004,35.51
08-06-2004,35.26
09-06-2004,36.65
10-06-2004,37.27
11-06-2004,36.58
12-06-2004,35.83
13-06-2004,32.01
14-06-2004,30.05
15-06-2004,31.38
16-06-2004,29.17
17-06-2004,29.26
18-06-2004,30.99
19-06-2004,30.78
20-06-2004,30.6
21-06-2004,30.19
22-06-2004,31.72
23-06-2004,31.46
24-06-2004,31.27
25-06-2004,31.9
26-06-2004,32.62
27-06-2004,33.26
28-06-2004,34
29-06-2004,34.06
30-06-2004,34.55
01-07-2004,33.12
02-07-2004,31.9
03-07-2004,31.89
04-07-2004,31.4
05-07-2004,29.75
06-07-2004,29.11
07-07-2004,28.82
08-07-2004,28.57
09-07-2004,27.95
10-07-2004,27.12
11-07-2004,29.57
12-07-2004,28.98
13-07-2004,28.07
14-07-2004,28.71
15-07-2004,28
16-07-2004,28.6
17-07-2004,27.78
18-07-2004,28.37
19-07-2004,28.2
20-07-2004,28.98
21-07-2004,29.9
22-07-2004,28.47
23-07-2004,29.01
24-07-2004,28.94
25-07-2004,28.54
26-07-2004,28.89
27-07-2004,28.51
28-07-2004,28.4
29-07-2004,28.19
30-07-2004,28.3
31-07-2004,28.66
01-08-2004,29.09
02-08-2004,28.87
03-08-2004,28.65
04-08-2004,28.9
05-08-2004,28.77
06-08-2004,29.18
07-08-2004,29.39
08-08-2004,28.83
09-08-2004,28.91
10-08-2004,29.12
11-08-2004,28.39
12-08-2004,28.26
13-08-2004,28.55
14-08-2004,28.53
15-08-2004,29.6
16-08-2004,28.87
17-08-2004,29.04
18-08-2004,29.63
19-08-2004,29.44
20-08-2004,28.14
21-08-2004,28.46
22-08-2004,28.23
23-08-2004,28.97
24-08-2004,28.59
25-08-2004,28.98
26-08-2004,29.15
27-08-2004,29.38
28-08-2004,28.65
29-08-2004,28.82
30-08-2004,28.76
31-08-2004,28.27
01-09-2004,28.46
02-09-2004,29.05
03-09-2004,29.18
04-09-2004,29.33
05-09-2004,28.67
06-09-2004,28.37
07-09-2004,28.87
08-09-2004,29.46
09-09-2004,29.46
10-09-2004,27.28
11-09-2004,26.15
12-09-2004,27.33
13-09-2004,27.64
14-09-2004,27.02
15-09-2004,26.8
16-09-2004,27.18
17-09-2004,26.15
18-09-2004,26.16
19-09-2004,26.37
20-09-2004,25.65
21-09-2004,26.85
22-09-2004,27.73
23-09-2004,28.55
24-09-2004,28.62
25-09-2004,26.85
26-09-2004,28.29
27-09-2004,27.63
28-09-2004,28.23
29-09-2004,28.19
30-09-2004,27.7
01-10-2004,27.25
02-10-2004,25.74
03-10-2004,26.92
04-10-2004,27.42
05-10-2004,27.24
06-10-2004,27.07
07-10-2004,25.51
08-10-2004,25.43
09-10-2004,25.98
10-10-2004,26.09
11-10-2004,26.43
12-10-2004,26.8
13-10-2004,26.15
14-10-2004,23.29
15-10-2004,23.73
16-10-2004,23.05
17-10-2004,22.88
18-10-2004,23.14
19-10-2004,23.73
20-10-2004,24.13
21-10-2004,24.07
22-10-2004,24.49
23-10-2004,24.3
24-10-2004,24.12
25-10-2004,24.6
26-10-2004,24.58
27-10-2004,24.72
28-10-2004,25.05
29-10-2004,25.02
30-10-2004,24.19
31-10-2004,22.1
01-11-2004,21.11
02-11-2004,21.03
03-11-2004,20.4
04-11-2004,20.34
05-11-2004,20.9
06-11-2004,21.95
07-11-2004,22.12
08-11-2004,21.37
09-11-2004,20.91
10-11-2004,19.75
11-11-2004,20.07
12-11-2004,20.35
13-11-2004,19.72
14-11-2004,18.64
15-11-2004,18.89
16-11-2004,18.73
17-11-2004,19.41
18-11-2004,21.13
19-11-2004,20.62
20-11-2004,19.76
21-11-2004,19.87
22-11-2004,21.51
23-11-2004,20.68
24-11-2004,20.81
25-11-2004,21.04
26-11-2004,21.19
27-11-2004,21.32
28-11-2004,20.85
29-11-2004,20.06
30-11-2004,19.23
01-12-2004,18.45
02-12-2004,18.29
03-12-2004,18.04
04-12-2004,18.4
05-12-2004,18.26
06-12-2004,17.91
07-12-2004,18.03
08-12-2004,19.32
09-12-2004,18.57
10-12-2004,18.88
11-12-2004,19.13
12-12-2004,20.01
13-12-2004,19.73
14-12-2004,18.37
15-12-2004,16.29
16-12-2004,16.71
17-12-2004,17.15
18-12-2004,17.2
19-12-2004,17.1
20-12-2004,17.2
21-12-2004,17.51
22-12-2004,16.93
23-12-2004,16.3
24-12-2004,16.63
25-12-2004,15.51
26-12-2004,13.05
27-12-2004,11.52
28-12-2004,11.67
29-12-2004,13.26
30-12-2004,13.9
31-12-2004,13.24
01-01-2005,15.48
02-01-2005,15.73
03-01-2005,17.51
04-01-2005,18.4
05-01-2005,15.26
06-01-2005,15.43
07-01-2005,14.94
08-01-2005,13.94
09-01-2005,14.43
10-01-2005,14.21
11-01-2005,15.62
12-01-2005,13.86
13-01-2005,13.54
14-01-2005,13.51
15-01-2005,14.74
16-01-2005,16.97
17-01-2005,17.14
18-01-2005,16.48
19-01-2005,15.63
20-01-2005,14.26
21-01-2005,14.8
22-01-2005,17.63
23-01-2005,15.09
24-01-2005,15.24
25-01-2005,15.44
26-01-2005,15.8
27-01-2005,17
28-01-2005,14.03
29-01-2005,18.05
30-01-2005,18.51
31-01-2005,15.93
01-02-2005,17.97
02-02-2005,15.69
03-02-2005,14.92
04-02-2005,14.85
05-02-2005,16.19
06-02-2005,18.48
07-02-2005,19.55
08-02-2005,20.35
09-02-2005,20.98
10-02-2005,20.09
11-02-2005,21.33
12-02-2005,22.34
13-02-2005,22.59
14-02-2005,21.76
15-02-2005,21.54
16-02-2005,23.13
17-02-2005,24.01
18-02-2005,23.71
19-02-2005,26.05
20-02-2005,26.01
21-02-2005,23.91
22-02-2005,20.79
23-02-2005,22.04
24-02-2005,20.55
25-02-2005,21.65
26-02-2005,21.71
27-02-2005,21.45
28-02-2005,22.29
01-03-2005,23.62
02-03-2005,25.28
03-03-2005,25.36
04-03-2005,25.99
05-03-2005,26.05
06-03-2005,26.29
07-03-2005,27.24
08-03-2005,25.41
09-03-2005,26.25
10-03-2005,26.19
11-03-2005,25.78
12-03-2005,25.73
13-03-2005,26.93
14-03-2005,26.62
15-03-2005,26.8
16-03-2005,27.7
17-03-2005,27.82
18-03-2005,29.11
19-03-2005,29.24
20-03-2005,28.44
21-03-2005,28.97
22-03-2005,31.13
23-03-2005,30.4
24-03-2005,25.03
25-03-2005,25.14
26-03-2005,25.85
27-03-2005,27.92
28-03-2005,30.23
29-03-2005,30.15
30-03-2005,30.1
31-03-2005,29.95
01-04-2005,28.26
02-04-2005,28.89
03-04-2005,29.67
04-04-2005,30.13
05-04-2005,30.16
06-04-2005,31.32
07-04-2005,32.63
08-04-2005,34.23
09-04-2005,33.94
10-04-2005,33.74
11-04-2005,29.65
12-04-2005,27.91
13-04-2005,28.87
14-04-2005,30.29
15-04-2005,32.6
16-04-2005,33.2
17-04-2005,33.51
18-04-2005,33.43
19-04-2005,33.34
20-04-2005,33.55
21-04-2005,34.62
22-04-2005,35.26
23-04-2005,36.1
24-04-2005,34.69
25-04-2005,32.92
26-04-2005,35.2
27-04-2005,35.29
28-04-2005,34.23
29-04-2005,34.65
30-04-2005,28.46
01-05-2005,30.96
02-05-2005,31.66
03-05-2005,33.83
04-05-2005,33.29
05-05-2005,33.57
06-05-2005,33.31
07-05-2005,30.94
08-05-2005,33.56
09-05-2005,34.44
10-05-2005,32.33
11-05-2005,32.23
12-05-2005,33.11
13-05-2005,34.55
14-05-2005,34.8
15-05-2005,35.51
16-05-2005,36.14
17-05-2005,36.95
18-05-2005,36.75
19-05-2005,37.62
20-05-2005,37.3
21-05-2005,37.74
22-05-2005,38.28
23-05-2005,38.65
24-05-2005,39.12
25-05-2005,39.23
26-05-2005,38.59
27-05-2005,39.21
28-05-2005,39.21
29-05-2005,39.86
30-05-2005,39.3
31-05-2005,40.05
01-06-2005,39.55
02-06-2005,38.55
03-06-2005,38.76
04-06-2005,40.6
05-06-2005,39.08
06-06-2005,40.14
07-06-2005,36.15
08-06-2005,37.89
09-06-2005,38.94
10-06-2005,39.33
11-06-2005,39.53
12-06-2005,38.4
13-06-2005,40.32
14-06-2005,40.64
15-06-2005,38.65
16-06-2005,39.4
17-06-2005,39.75
18-06-2005,40.87
19-06-2005,42.24
20-06-2005,41.08
21-06-2005,37.85
22-06-2005,35.11
23-06-2005,34.14
24-06-2005,35.38
25-06-2005,35.86
26-06-2005,37.33
27-06-2005,35.38
28-06-2005,33.63
29-06-2005,31.73
30-06-2005,32.09
01-07-2005,30.52
02-07-2005,30.57
03-07-2005,31.6
04-07-2005,29.25
05-07-2005,29.33
06-07-2005,30.26
07-07-2005,33.36
08-07-2005,33.9
09-07-2005,33.57
10-07-2005,31.47
11-07-2005,29.55
12-07-2005,29.12
13-07-2005,29.45
14-07-2005,28.93
15-07-2005,28
16-07-2005,27.94
17-07-2005,28.69
18-07-2005,29.19
19-07-2005,29.1
20-07-2005,29.44
21-07-2005,28.93
22-07-2005,29.89
23-07-2005,29.89
24-07-2005,29.8
25-07-2005,30.01
26-07-2005,29.06
27-07-2005,29.09
